feature_1,feature_2,feature_3,feature_4,feature_5
0.24835707650561634,2.709598235885538,1.718757503369417,1.8815015536276016,2.1322814803030075
0.2367768345362423,2.3019351881189736,2.66310398698068,2.2048932673762724,2.7767253866109516
0.9315713681170031,0.2756911057729846,1.2593757890531552,0.22442070562629024,0.6866005152006129
1.6629411200119901,1.0348421332273483,2.853097027916827,2.161523208695315,1.4362524694401495
1.0660258840268115,1.4528484728061475,1.767493844583185,1.6733994046951488,1.4360276990636445
1.3319683094087758,1.8006716045093052,1.1622563018963226,2.857663127958766,3.091613521933303
2.4853569342110227,2.516939789289805,2.659963644996235,3.029911130380988,2.446432626864843
2.303777081691521,2.9776686462339206,1.7970799482697186,2.8391893679934297,2.1978229470937407
1.8843858353893224,3.057815282596476,3.812742370507694,3.7780423459009764,4.403989406081127
2.5617650064749866,3.947985634278685,3.2085627484791153,3.245590924631937,3.171182623584829
2.2004041861840755,2.529711073692706,3.6136985106438084,3.285023951120973,4.165266650423482
2.309563098286675,3.3682238824552906,4.849859869970395,4.683913341283564,4.483797239499227
2.7413084348403345,3.050534509129103,2.935618941110791,3.8145286575870454,4.40291469946798
1.708560909935488,2.4933209445828703,3.161089530378508,3.997559765727921,5.483685206805145
1.8144809673053646,3.6101676505647036,3.5545598680214217,3.9109077879148786,4.781839136269751
2.3747917779089067,3.249327582287071,4.322528929291519,3.4542899932637257,3.8434263520111447
2.0966575772231257,4.116191507329679,3.0472692292027634,3.807241512397314,5.846845879417205
2.6768396403003587,3.701336761293507,2.039694544648471,4.406820184045385,4.180983705970542
1.9536707623909226,2.578938948830064,3.5829681950903547,3.8649705861003216,3.8689636108063117
1.563066106417339,4.178609947767908,3.883841839637614,2.557304338629904,4.612368556873549
2.8397792766787844,3.4302201797056573,3.7319846791731806,3.061623437022715,3.703443835124868
1.8109854611809957,2.755837523626245,2.985340465241479,3.916013646523329,3.1420860215469277
1.7570168470502152,2.4694324564208605,2.543087200505108,3.2219447742204084,4.461517307147067
0.7962428906602959,1.5179441937665479,3.015154985094624,3.7341808544454365,2.465728685318046
1.011489360509365,1.5740753057830936,0.8386719513512656,2.717699963060937,1.8998445521665084
1.107750088092439,1.8320178516955528,1.1586484871029765,2.526759134597821,2.0223258096704853
0.24285844086469344,2.0745690032358004,1.2373211497520291,-0.08342425108571438,2.048704362373296
0.7736500418144591,1.6579107217503797,1.1869390651839513,1.1029069737282031,-0.14674215958702652
0.05817256922478409,0.029186040202111713,0.4083861507223332,0.29528016522970746,-1.5756093822112094
-0.005669869735678318,-0.39978607750927597,0.3456778148983439,-0.3306849683005693,-0.565005619777152
-0.3664238106996439,-0.14818834847484272,-1.9049252054890944,-0.36651583939758553,-1.830960728191512
0.670729233761483,-1.42657966374427,-1.1639491156881019,-0.12780059633905477,-1.4393060653351517
-0.43303407836700325,-0.5722443286835541,-0.6261846675623173,-1.31354438032379,-1.0395862796358257
-1.1043305085106485,-0.6835645819046328,-2.0490791347810093,-2.180048406219802,-2.149846969565444
-0.2893599521759916,-1.326516974302453,-1.3162237069533584,-1.124852314272775,-3.052091392220592
-1.4102460643383123,-2.2563769317391085,-1.2331038191153216,-2.573480440645605,-2.3979701593634974
-0.7671284483116522,-0.9294090139769305,-1.982086540866319,-1.8861458539435922,-1.6193188653590311
-1.894651309359117,-1.8864956998102609,-2.000691406893992,-2.2487854508404226,-3.895822471676485
-1.5931428419688616,-2.057060684798011,-2.294348207171914,-2.42919306284033,-1.9384031874653762
-0.8157776203019824,-3.3122656899462264,-2.1039593991913303,-1.76611125131953,-2.0164008972600023
-0.501495354959541,-1.6059775228118516,-1.60606280361531,-2.9616775074474453,-1.9003183022440933
-0.713846219109447,-0.3008109121965974,-2.1615975792470987,-0.8601983148916134,-1.4015701629698287
-0.7598236775982007,-0.15616217965351398,-1.9705247645117967,-3.0197441368187956,-0.9187194604281821
-0.7305182103475314,-1.2462545756507468,-0.9371426061225429,-2.219123849170402,-1.8902159160240144
-1.1749361745827929,-1.1763370265919004,-0.4167541803419256,-1.330689212433631,-1.9908907572477426
-0.6316700988432153,-0.3930610742385452,-2.195556049146947,-0.6530369402887352,-1.8689258819893495
-0.32146135157882194,-1.1292333812292012,-0.021595777506709046,-0.6909731521787383,-1.0349592233074487
0.631459583147946,-0.032001148713696054,-0.43954096344157007,-0.9272247036563759,0.5344622008975827
0.47870321265529436,0.5467947229384772,0.05340782830540258,0.31225761237044325,-1.1819283868161037
-0.36433307119555003,1.3236931657528075,1.1104448384313197,0.06189459066456601,-0.5946951303820489
0.8920419846973969,0.7885262217326136,0.011034198543262902,1.561590166149309,1.6677039392643251
0.7489562066704151,0.7180040796510652,0.9085951286048637,1.8136893728439745,1.665400145823358
0.8093859515294985,0.9579029032240112,1.2619431583736849,1.794494375944388,1.4634669641490077
1.6511204813532787,1.1673078377762636,1.1946771152819426,1.1462275060161855,2.6959618838274113
2.045663424051355,1.7262257728742354,3.01411590958836,2.0905732799253163,2.618601925962503
2.164676847441465,2.4984518687905903,1.7392216984248554,2.168220779056521,3.501208896998286
1.4290806734311068,3.089294726422792,2.282098538685921,2.472587472930798,3.0257570136454506
1.8215973840645918,2.328574784001193,3.1378057128946497,3.166226543040636,3.923478608028938
2.2446348914427596,3.491299968002391,2.6096896326308494,2.9019446267029045,5.320563264182426
2.642669186486444,2.7300831106898573,2.9717111373091187,4.055726585552195,4.234735006845191
1.9625259136676616,3.0539627913905254,3.8203975862591903,2.860029316275338,3.868071349693691
2.1265024951322427,2.8007639233990957,3.2378358890822305,4.827014545565014,4.740153278865753
1.6525386451165822,1.6670088165514902,3.477616961160212,3.3868403403576535,3.6315265401863317
1.5627730583775863,3.49404350054424,3.101489107144764,3.9017478970870787,6.11652378230701
2.4912421894694274,3.194937166802945,2.094264040918922,4.269769373157045,4.062809713146024
2.6567667635772994,2.4984889563553287,3.631296618189067,3.1553985397007898,3.78107957812088
1.8069927295419221,2.8267217718022977,4.253451643672719,3.6239009113062854,3.3369720193879804
2.1813890683865544,2.9507868803241077,2.820945608963446,2.5411452525463547,4.155766963767769
1.6713773207226261,1.351763752913493,2.8307480043674396,4.245991847188406,3.898788159128934
0.9557034548048498,1.8058499312530267,2.9074307516149807,2.62619059053452,2.3490542525618947
1.226268307339154,2.131386325052235,0.9846154334479645,1.949798642090891,3.3131122021611428
1.5646721578219878,0.5215348052086156,2.6169758026851637,1.8605021787593987,1.043638181685338
0.514062243613606,1.1702046437364582,1.5105724898869015,1.6798334953316907,1.6819623610449943
1.0405540268288702,0.06901105462155188,1.5688011817298397,0.9259206027125153,1.4833011025872183
-1.3315714670207683,0.4542707315410175,0.01997164701943216,0.1400337831485457,1.938239932692636
0.10712874224852714,0.031167289717153268,0.8925707737244614,0.1500982767640161,-0.3959138635506411
-0.540561965467819,-1.8523573956253825,0.05633310192783639,-1.2845532503342052,-1.358834033540836
-1.007943572561335,-0.1888038494479516,-0.5234840983929456,0.5833572157144593,-1.4526468659289364
-1.0770250317015528,-1.7141832677230155,-1.5883657477939068,-1.5494136463038393,-2.5442049087877634
-2.3674155507314847,-2.167683506300966,-1.6714504205973286,-1.1282169141625125,-0.44708578125988296
-1.7167908361367625,-1.885344869482882,-1.5320819299134443,-2.1440956408794114,-1.2501135845180458
-1.6409041893223357,-1.9813836278462964,-2.5524476645285414,-3.2111898232739926,-2.2675700637005245
-1.2690831025177145,-3.181059297264221,-3.952455250078831,-2.769395028140585,-2.1935120395590983
-2.4290281695781686,-2.7410911593322327,-3.6603215448405773,-2.764577831779634,-3.4908821790596622
-2.7069151620219807,-2.5714462356643812,-3.6162976401012905,-3.98248086195162,-3.695673100470077
-2.655280347620081,-2.8841579463882208,-3.305241291091522,-3.1237421355218777,-3.995924523426082
-2.015895139310793,-3.32639648546766,-3.5545203504045007,-3.307806267189134,-4.436688527118449
-2.3448587089980326,-3.6480277248596726,-2.9237872643680354,-3.3245441313772557,-5.091194174900544
-2.7756745782936054,-3.710671671523677,-4.959242604400674,-4.295729579399557,-3.8778941498959196
-2.2216251382650904,-3.270877009906135,-3.7595937664975008,-4.466911659371535,-4.050014543626629
